,lyric,famous_word,total_words,percent_originality,genre
899,alma deus suplicas recebes confiando ficas promessas sao mui ricas infalíveis pra valer abates oh alma comoves perdendo calma tenhas medo deus espera bem cedo jesus virá intercede ti alma espera nele fé calma jesus todos males salva abençoa altos céus abates oh alma comoves perdendo calma tenhas medo deus espera porque bem cedo jesus virá abates oh alma comoves perdendo calma tenhas medo deus espera porque bem cedo jesus virá terás breve dores findas dia alegre vinda cristo tarda espera ainda pouquinho verás abates oh minh'alma comoves perdendo calma tenhas medo deus espera porque bem cedo jesus virá abates oh minh'alma comoves perdendo calma tenhas medo deus espera porque bem cedo jesus virá,espera,114,42.98,gospel
900,senhor sabia mudaria senhor sabia dia falharia senhor sabia dia coragem faltaria medo atingiria assim escolheu assim escolheu porque gloria tudo pra somente falhará senhor sabia mudaria senhor sabia dia falharia senhor sabia dia coragem faltaria medo atingiria assim escolheu assim escolheu porque gloria tudo pra somente falhará perdoa vezes glorifiquei tanto pedi pouco agradeci perdoa perdoa recebe filho perdoa assim escolheu assim escolheu porque gloria tudo pra somente falhará mudará somente passará,senhor,73,38.36,gospel
901,dia especial deus deu presente conseguia ver podia ouvir claramente então senti mão afagar voz acalmar pra dormir amor abraçou calor aqueceu então percebi tudo pra mim amor calor brisa manhã luz mão jesus guiando passos amor traz carinho paz ensina caminhar posso dizer amo vou sempre amar sei dia vou partir mundo irei gente vou crescer aprender viver ser diferente vou lembrar lições aprendi coisas vi vou sozinho andar sonhos saudade adeus lembranças amor levarei amor calor brisa manhã luz mão jesus guiando passos amor traz carinho paz ensina caminhar posso dizer amo vou sempre amar.x,amor,97,67.01,gospel
902,hó quão cego andei perdido vaguei longe longe salvador céu desceu sangue verteu pra salvar tão pobre pecador cruz cruz onde dia vi pecados castigados jesus ali fé olhos abri agora alegro luz ouvia falar dessa graça par céu trouxe jesus surdo fiz converter quis senhor mim morreu cruz cruz cruz onde dia vi pecados castigados jesus ali fé olhos abri agora alegro luz dia senti pecado vi sobre mim espada lei apressado fugi jesus escondi abrigo seguro nele achei cruz cruz onde dia vi pecados castigados jesus ali fé olhos abri agora alegro luz quantioso então coração conhecendo excelso amor levou jesus sofrer lá cruz pra salvar tão pobre pecador cruz cruz onde dia vi pecados castigados jesus ali fé olhos abri agora alegro luz,cruz,126,51.59,gospel
903,pisaduras sarados coração incendiado multidão filhos apaixonados clamando venha reino '' pisaduras sarados coração incendiado multidão filhos apaixonados clamando venha reino '' grande senhor poderoso digno todo amor és porta vida eterna és caminho aonde vou deu crédito ouviu nenhuma aparência atraiu escondem rosto levantado todavia senhor agradou moê lo fazendo enfermar levou pecado muitos malfeitores contado subindo renovo raiz terra seca verá fruto trabalho alegrará alegrará grande senhor poderoso digno todo amor és porta vida eterna és caminho aonde vou sempre és caminho aonde vou,és,86,62.79,gospel
904,surgindo aí novo vencedor alguém coração deus novo nome ouvirá sobre terra sabe nome alguém senhor vai levantar talvez menor aqui repente último sentar mesa fez davi novo vencedor vai surgir peito coração cheio amor capaz perdoar feriu amar alguém desprezou exatamente igual perfil alguém sofreu deus anunciando novo nome grande chance nome ser sente tão pequeno vale escuro frio gemido dói alma traz pele arrepio sente tão pequeno nessa terra gigante aonde doce fica amargo porque dor incessante aonde grande pisa pequeno olhar ferindo matando aonde escada sucesso tão alta degraus sobem escalando nessa terra gigante dentro desse vale escuro deus vai fazer brilhar pode sentir tão pequeno deus grande pra levantar deus vai bradar anunciar alta voz pra universo ouvir eis novo vencedor chegando aí vai impactar mundo história surgiu anonimato dentro vale escuro frio venceu terra gigantes grandes desafios provado aprovado agora vitória agora vitória agora vitória agora vitória vitória prova acabou luta embora agora vitória vitoria agora vitória agora vitória agora vitória vitória prova acabou luta embora agora vitória sente tão pequeno vale escuro frio gemido dói alma traz pele arrepio sente tão pequeno nessa terra gigante aonde doce fica amargo porque dor incessante aonde grande pisa pequeno olhar ferindo matando aonde escada sucesso tão alta degraus sobem escalando nessa terra gigante dentro desse vale escuro deus vai fazer brilhar pode sentir tão pequeno deus grande pra levantar deus vai bradar anunciar alta voz pra universo ouvir eis novo vencedor chegando aí vai impactar mundo história surgiu anonimato dentro vale escuro frio venceu terra gigantes grandes desafios provado aprovado agora vitória agora vitória agora vitória agora vitória vitória prova acabou luta embora agora vitória vitória agora vitória agora vitória agora vitória vitória prova acabou luta embora agora vitória agora vitória agora vitória agora vitória vitória prova acabou luta embora agora vitória vitoria agora vitória agora vitória agora vitória vitória prova acabou luta embora agora vitória prova acabou luta embora agora vitória ouou vitória,vitória,327,32.11,gospel
905,senhor sei sondas sei conheces assento levanto conheces pensamentos quer deitado quer andando sabes todos passos antes mim palavras sei tudo conheces senhor sei sondas x deus cercaste volta mãos mim repousam tal ciência grandiosa alcanço tão alta subo céu sei ali encontro abismo alma sei ali amas senhor sei sondas x senhor sei amas x,sei,56,64.29,gospel
906,vento forte soprado medo quer sufocar noite escura apavora sol pra ti quer brilhar vejo sorriso parece sonho acabou cova projetos esperança terminou lá vem estrada casa vai chegar vem pra ressuscitar sonhos pedra vai segurar chama nome vem amigo história termina assim és filho deus ressuscita ressuscita esperança morreu ressuscita ressuscita jesus filho deus amigo lá vem estrada casa vai chegar vem ressuscitar sonhos pedra vai segurar chama nome vem amigo história pode terminar assim és filho deus ressuscita ressuscita esperança morreu ressuscita ressuscita jesus filho deus amigo x ressuscita ressuscita ressuscita,ressuscita,93,50.54,gospel
907,pai novo aqui perdão vim pedir pois posso viver graça ser pai quero recomeçar primeiro amor voltar pois arrependido deixa voltar lar pai sei magoei reconheço errei desprezei amor aliança quebrei pai vim humilhar erro confessar vim falar contigo sós pois preciso ouvir voz dá chance sei viver ti faz ser antes perdão vim pedir entrego pedaços deste vaso caiu quebrou pai favor quero ser verdadeiro adorador pai quero recomeçar primeiro amor voltar pois arrependido deixa voltar lar pai sei magoei reconheço errei desprezei amor aliança quebrei pai vim humilhar erro confessar vim falar contigo sós pois preciso ouvir voz dá chance sei viver ti faz ser antes perdão vim pedir entrego pedaços deste vaso caiu quebrou pai favor quero ser verdadeiro adorador,pai,123,39.84,gospel
908,belos pés mensageiro anuncia paz belos pés mensageiro anuncia senhor vive reina deus senhor senhor chegou toda glória vivo bem junto corpo santo tocar vivo sei,senhor,26,73.08,gospel
909,santo espírito és bem vindo aqui vem inundar encher lugar desejo coração sermos inundados glória senhor santo espírito és bem vindo aqui vem inundar encher lugar desejo coração sermos inundados glória senhor glória senhor glória nada igual nada melhor compara esperança viva presença provei vi doce amor liberta ser vergonha desfaz presença santo espírito és bem vindo aqui vem inundar encher lugar desejo coração sermos inundados glória senhor santo espírito és bem vindo aqui vem inundar encher lugar desejo coração sermos inundados glória senhor glória senhor glória faz conhecer ooh vamos vamos provar ooh vamos provar quão real presença vamos provar glória bondade vamos provar quão real presença vamos provar glória bondade vamos provar quão real presença vamos provar glória bondade vamos provar quão real presença vamos provar glória bondade senhor santo espírito és bem vindo aqui vem inundar encher lugar desejo coração sermos inundados glória senhor santo espírito és bem vindo aqui vem inundar encher lugar desejo coração sermos inundados glória senhor inundados inundados,glória,165,23.64,gospel
910,ouve falar nunca aconteceu contigo milagre aconteceu muitos nunca aconteceu contigo mundo desenganou família desprezou deus milagres presente aqui cheiro milagre recinto cheiro promessa cumprindo cheiro virtude cheiro unção cheiro vitória pra cada irmão cheiro milagre recinto milagre explica vento tentar explicar vai perder tempo disse fim vai ter contemplar milagre deus vai realizar fala podes confiar milagre acontecendo lá casa milagre acontecendo família milagre acontecendo lá faculdade através milagre vai ganhar vida vai acontecer milagre mundo duvida médico desenganou deu final vida deus vai tirar enfermidade jogar infinito medicina perguntando responde milagre explico milagre mistério coisa divino agir perfeito trabalha bonito faz coisas impressionantes além impossível transformar água vinho ter gosto incrível deus vai confundir terra mostrar querendo atrapalhar colocar pé morre converte sai lugar estar guardado ninguém vai tomar recebe agora deus hoje pra dar recebe fogo recebe água recebe pão recebe graça recebe força recebe unção recebe cura hoje graça recebe ouro recebe prata recebe carro recebe casa recebe emprego recebe brasa deus vai agir causa hoje renovo povo hoje mudança pra vida hoje começa nova história hoje milagre,recebe,182,62.09,gospel
911,hoje vou fechar olhos entregar vida altar vou renascer pra sempre vou ressuscitar pro senhor eeeiiêê preço pagar pode provar pra ser aprovado sei vim pó sopro vida então faz pequeno pro senhor crescer mim quiser levar tudo pode levar veio mãos deixe apenas coração porque aonde pôs mão curou curou dá poder filho porque hora andar sobre águas dá poder filho porque hora viver multiplicação dá poder filho porque necessito cura dá poder filho faz descer sobre mim virtude altíssimo,porque,81,69.14,gospel
912,importa importa fez jesus conhece interior quantas vezes caiu tentando acertar tristeza desespero fizeram chorar importa pra onde escuridão noite apaga passado desiste desiste importa compreende caminhar nunca vi amor tão grande assim desiste importa compreende caminhar nunca vi amor tão grande assim desiste importa importa fez jesus conhece interior quantas vezes caiu tentando acertar tristeza desespero fizeram chorar importa pra onde escuridão noite apaga passado desiste desiste importa compreende caminhar nunca vi amor tão grande assim desiste importa compreende caminhar nunca vi amor tão grande assim desiste desiste desiste desiste desiste desiste desiste importa pra onde escuridão noite apaga passado desiste desiste importa compreende caminhar nunca vi amor tão grande assim desiste importa compreende caminhar nunca vi amor tão grande assim desiste desiste desiste desiste importa compreende caminhar nunca vi amor tão grande assim desiste importa compreende caminhar nunca vi amor tão grande assim desiste,desiste,146,19.86,gospel
